college_code,college_name,course_name,caste_category,cutoff_percentile,cutoff_rank
3257,"Vidya Prasarak Mandals College of Engineering, Thane (Un-Aided)",Electrical Engineering,LNTC,71.39,41191
3257,"Vidya Prasarak Mandals College of Engineering, Thane (Un-Aided)",Electrical Engineering,LOBC,79.67,21967
3257,"Vidya Prasarak Mandals College of Engineering, Thane (Un-Aided)",Electronics and Telecommunication Engg,GOPEN,82,16898
3257,"Vidya Prasarak Mandals College of Engineering, Thane (Un-Aided)",Electronics and Telecommunication Engg,GSC,80.8,19447
3257,"Vidya Prasarak Mandals College of Engineering, Thane (Un-Aided)",Electronics and Telecommunication Engg,GOBC,79.2,23041
3257,"Vidya Prasarak Mandals College of Engineering, Thane (Un-Aided)",Electronics and Telecommunication Engg,LOPEN,79.67,21960
3257,"Vidya Prasarak Mandals College of Engineering, Thane (Un-Aided)",Electronics and Telecommunication Engg,LOBC,78.4,24920
3257,"Vidya Prasarak Mandals College of Engineering, Thane (Un-Aided)",Electronics and Telecommunication Engg,LSEBC,78.53,24588
3257,"Vidya Prasarak Mandals College of Engineering, Thane (Un-Aided)",Automation and Robotics,GOPEN,84.56,11781
3257,"Vidya Prasarak Mandals College of Engineering, Thane (Un-Aided)",Automation and Robotics,GSC,82.88,15077
3257,"Vidya Prasarak Mandals College of Engineering, Thane (Un-Aided)",Automation and Robotics,GOBC,77.64,26701
3257,"Vidya Prasarak Mandals College of Engineering, Thane (Un-Aided)",Automation and Robotics,GSEBC,79,23485
3257,"Vidya Prasarak Mandals College of Engineering, Thane (Un-Aided)",Automation and Robotics,LOPEN,87.03,7599
3257,"Vidya Prasarak Mandals College of Engineering, Thane (Un-Aided)",Automation and Robotics,LNTB,73.5,36439
3277,Pravin Rohidas Patil College of Engineering & Technology (Un-Aided),Computer Engineering,GOPEN,85.6,9963
3277,Pravin Rohidas Patil College of Engineering & Technology (Un-Aided),Computer Engineering,GOBC,84.94,11090
3277,Pravin Rohidas Patil College of Engineering & Technology (Un-Aided),Computer Engineering,GSEBC,81.89,17114
3277,Pravin Rohidas Patil College of Engineering & Technology (Un-Aided),Computer Engineering,LOPEN,88.51,5411
3277,Pravin Rohidas Patil College of Engineering & Technology (Un-Aided),Computer Engineering,LSC,83.83,13191
3277,Pravin Rohidas Patil College of Engineering & Technology (Un-Aided),Computer Engineering,LST,62.91,54323
3277,Pravin Rohidas Patil College of Engineering & Technology (Un-Aided),Computer Engineering,LOBC,83.89,13061
3277,Pravin Rohidas Patil College of Engineering & Technology (Un-Aided),Computer Engineering,EWS,72,39851
3277,Pravin Rohidas Patil College of Engineering & Technology (Un-Aided),Information Technology,GOPEN,85.94,9353
3277,Pravin Rohidas Patil College of Engineering & Technology (Un-Aided),Information Technology,GOBC,84.88,11220
3277,Pravin Rohidas Patil College of Engineering & Technology (Un-Aided),Information Technology,LOPEN,87.56,6739
3277,Pravin Rohidas Patil College of Engineering & Technology (Un-Aided),Information Technology,LSC,83.13,14545
3277,Pravin Rohidas Patil College of Engineering & Technology (Un-Aided),Information Technology,LOBC,83.54,13751
3277,Pravin Rohidas Patil College of Engineering & Technology (Un-Aided),Information Technology,LSEBC,74.97,33898
3277,Pravin Rohidas Patil College of Engineering & Technology (Un-Aided),Electrical Engg[Electronics and Power],GOPEN,74.33,34471
3277,Pravin Rohidas Patil College of Engineering & Technology (Un-Aided),Electrical Engg[Electronics and Power],GSC,59.12,56571
3277,Pravin Rohidas Patil College of Engineering & Technology (Un-Aided),Electrical Engg[Electronics and Power],GST,69.44,45188
3277,Pravin Rohidas Patil College of Engineering & Technology (Un-Aided),Electrical Engg[Electronics and Power],GNTB,66.22,50667
3277,Pravin Rohidas Patil College of Engineering & Technology (Un-Aided),Electrical Engg[Electronics and Power],GOBC,63.94,53376
3277,Pravin Rohidas Patil College of Engineering & Technology (Un-Aided),Electrical Engg[Electronics and Power],LOPEN,64,53305
3277,Pravin Rohidas Patil College of Engineering & Technology (Un-Aided),Electrical Engg[Electronics and Power],LOBC,66.17,50751
3277,Pravin Rohidas Patil College of Engineering & Technology (Un-Aided),Mechanical & Automation Engineering,GOPEN,71.03,41969
3277,Pravin Rohidas Patil College of Engineering & Technology (Un-Aided),Mechanical & Automation Engineering,GSC,60,56358
3277,Pravin Rohidas Patil College of Engineering & Technology (Un-Aided),Mechanical & Automation Engineering,GOBC,57.79,56976
3277,Pravin Rohidas Patil College of Engineering & Technology (Un-Aided),Mechanical & Automation Engineering,GSEBC,62.33,54785
3277,Pravin Rohidas Patil College of Engineering & Technology (Un-Aided),Mechanical & Automation Engineering,LOPEN,68.74,46504
3277,Pravin Rohidas Patil College of Engineering & Technology (Un-Aided),Civil Engineering and Planning,GOPEN,75,33088
3277,Pravin Rohidas Patil College of Engineering & Technology (Un-Aided),Civil Engineering and Planning,GSC,62.16,54920
3277,Pravin Rohidas Patil College of Engineering & Technology (Un-Aided),Civil Engineering and Planning,GST,65.21,52020
3277,Pravin Rohidas Patil College of Engineering & Technology (Un-Aided),Civil Engineering and Planning,GNTA,68.11,47621
3277,Pravin Rohidas Patil College of Engineering & Technology (Un-Aided),Civil Engineering and Planning,GNTB,73.53,36395
3277,Pravin Rohidas Patil College of Engineering & Technology (Un-Aided),Civil Engineering and Planning,GNTC,63.68,53620
3277,Pravin Rohidas Patil College of Engineering & Technology (Un-Aided),Civil Engineering and Planning,GOBC,56.79,57237
3277,Pravin Rohidas Patil College of Engineering & Technology (Un-Aided),Civil Engineering and Planning,LOPEN,72.42,38824
3277,Pravin Rohidas Patil College of Engineering & Technology (Un-Aided),Civil Engineering and Planning,LSC,63.47,53830
3277,Pravin Rohidas Patil College of Engineering & Technology (Un-Aided),Electronics and BiomedicalÂ Engineering,GOPEN,62.86,54373
3277,Pravin Rohidas Patil College of Engineering & Technology (Un-Aided),Electronics and BiomedicalÂ Engineering,LOPEN,78.3,25138
3351,"Bharat College of Engineering, Kanhor, Badlapur(W) (Un-Aided)",Civil Engineering,GOPEN,66.47,50293
3351,"Bharat College of Engineering, Kanhor, Badlapur(W) (Un-Aided)",Civil Engineering,GSC,64.12,53200
3351,"Bharat College of Engineering, Kanhor, Badlapur(W) (Un-Aided)",Civil Engineering,GNTA,63.84,53479
3351,"Bharat College of Engineering, Kanhor, Badlapur(W) (Un-Aided)",Civil Engineering,LOPEN,78.21,25363
3351,"Bharat College of Engineering, Kanhor, Badlapur(W) (Un-Aided)",Civil Engineering,LSC,60,56282
3351,"Bharat College of Engineering, Kanhor, Badlapur(W) (Un-Aided)",Civil Engineering,LOBC,74.58,34145
3351,"Bharat College of Engineering, Kanhor, Badlapur(W) (Un-Aided)",Computer Engineering,GOPEN,79.89,21464
3351,"Bharat College of Engineering, Kanhor, Badlapur(W) (Un-Aided)",Computer Engineering,GSC,76.11,30263
3351,"Bharat College of Engineering, Kanhor, Badlapur(W) (Un-Aided)",Computer Engineering,GOBC,77.49,26988
3351,"Bharat College of Engineering, Kanhor, Badlapur(W) (Un-Aided)",Computer Engineering,GSEBC,75.26,32242
3351,"Bharat College of Engineering, Kanhor, Badlapur(W) (Un-Aided)",Computer Engineering,LOPEN,79.71,21860
3351,"Bharat College of Engineering, Kanhor, Badlapur(W) (Un-Aided)",Computer Engineering,LNTB,72.97,37598
3351,"Bharat College of Engineering, Kanhor, Badlapur(W) (Un-Aided)",Computer Engineering,LOBC,79.43,22515
3351,"Bharat College of Engineering, Kanhor, Badlapur(W) (Un-Aided)",Computer Engineering,LSEBC,75.69,31256
3351,"Bharat College of Engineering, Kanhor, Badlapur(W) (Un-Aided)",Computer Science and Information Technology,GOPEN,73.49,36478
3351,"Bharat College of Engineering, Kanhor, Badlapur(W) (Un-Aided)",Computer Science and Information Technology,GSC,66.46,50320
3351,"Bharat College of Engineering, Kanhor, Badlapur(W) (Un-Aided)",Computer Science and Information Technology,GOBC,71.25,41508
3351,"Bharat College of Engineering, Kanhor, Badlapur(W) (Un-Aided)",Computer Science and Information Technology,LOPEN,73.56,36303
3351,"Bharat College of Engineering, Kanhor, Badlapur(W) (Un-Aided)",Computer Science and Information Technology,LSC,65.5,51631
3351,"Bharat College of Engineering, Kanhor, Badlapur(W) (Un-Aided)",Computer Science and Information Technology,LOBC,60.69,55860
3351,"Bharat College of Engineering, Kanhor, Badlapur(W) (Un-Aided)",Mechanical Engineering,GOPEN,56.24,57338
3351,"Bharat College of Engineering, Kanhor, Badlapur(W) (Un-Aided)",Mechanical Engineering,LOPEN,69.38,45285
3351,"Bharat College of Engineering, Kanhor, Badlapur(W) (Un-Aided)",Computer Science and Engineering(Artificial Intelligence and Machine Learning),GOPEN,77.26,27520
3351,"Bharat College of Engineering, Kanhor, Badlapur(W) (Un-Aided)",Computer Science and Engineering(Artificial Intelligence and Machine Learning),GSC,76.88,28404
3351,"Bharat College of Engineering, Kanhor, Badlapur(W) (Un-Aided)",Computer Science and Engineering(Artificial Intelligence and Machine Learning),GOBC,75.41,31927
3351,"Bharat College of Engineering, Kanhor, Badlapur(W) (Un-Aided)",Computer Science and Engineering(Artificial Intelligence and Machine Learning),LOPEN,74.74,34109
3351,"Bharat College of Engineering, Kanhor, Badlapur(W) (Un-Aided)",Computer Science and Engineering(Artificial Intelligence and Machine Learning),LSC,69.14,45730
3351,"Bharat College of Engineering, Kanhor, Badlapur(W) (Un-Aided)",Computer Science and Engineering(Data Science),GOPEN,69.43,45212
3351,"Bharat College of Engineering, Kanhor, Badlapur(W) (Un-Aided)",Computer Science and Engineering(Data Science),GNTD,60,56315
3351,"Bharat College of Engineering, Kanhor, Badlapur(W) (Un-Aided)",Computer Science and Engineering(Data Science),LOPEN,78.76,24042
3353,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai (Un-Aided)",Civil Engineering,GOPEN,53.84,57597
3353,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai (Un-Aided)",Civil Engineering,LOPEN,63.68,53621
3353,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai (Un-Aided)",Computer Engineering,GOPEN,74.97,33784
3353,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai (Un-Aided)",Computer Engineering,GOBC,70.17,43742
3353,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai (Un-Aided)",Computer Engineering,GSEBC,72.11,39553
3353,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai (Un-Aided)",Computer Engineering,LOPEN,70.24,43613
3353,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai (Un-Aided)",Computer Engineering,LOBC,66.5,50259
3353,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai (Un-Aided)",Computer Engineering,EWS,68.06,47679
3353,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai (Un-Aided)",Information Technology,GOPEN,71.54,40858
3353,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai (Un-Aided)",Information Technology,GOBC,68.29,47313
3353,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai (Un-Aided)",Information Technology,LOPEN,67.49,48657
3353,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai (Un-Aided)",Electrical Engineering,GOPEN,68.18,47483
3353,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai (Un-Aided)",Electrical Engineering,GSC,61.28,55528
3353,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai (Un-Aided)",Electrical Engineering,GNTA,67.06,49391
3353,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai (Un-Aided)",Electrical Engineering,GOBC,55.7,57417
3353,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai (Un-Aided)",Electrical Engineering,LOPEN,65.11,52126
3353,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai (Un-Aided)",Mechanical Engineering,GOPEN,55.28,57474
3353,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai (Un-Aided)",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain Technology),GOPEN,69.2,45614
3353,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai (Un-Aided)",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain Technology),GOBC,62.31,54798
3353,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai (Un-Aided)",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain Technology),LOPEN,63.3,53965
3353,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai (Un-Aided)",Artificial Intelligence and Machine Learning,GOPEN,75.09,32677
3353,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai (Un-Aided)",Artificial Intelligence and Machine Learning,GSC,72.29,39162
3353,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai (Un-Aided)",Artificial Intelligence and Machine Learning,GOBC,67.41,48798
3353,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai (Un-Aided)",Artificial Intelligence and Machine Learning,LOPEN,76.22,30008
3353,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai (Un-Aided)",Artificial Intelligence and Machine Learning,LNTC,75.44,31833
3423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai (Un-Aided Linguistic Minority - Hindi)",Civil Engineering,GOPEN,77.11,27854
3423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai (Un-Aided Linguistic Minority - Hindi)",Civil Engineering,LOPEN,69.95,44186
3423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai (Un-Aided Linguistic Minority - Hindi)",Civil Engineering,MI,60.69,55861
3423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai (Un-Aided Linguistic Minority - Hindi)",Computer Engineering,GOPEN,86,9254
3423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai (Un-Aided Linguistic Minority - Hindi)",Computer Engineering,LOPEN,86.57,8304
3423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai (Un-Aided Linguistic Minority - Hindi)",Computer Engineering,MI,82.06,16732
3423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai (Un-Aided Linguistic Minority - Hindi)",Information Technology,GOPEN,84.9,11162
3423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai (Un-Aided Linguistic Minority - Hindi)",Information Technology,LOPEN,85.03,10961
3423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai (Un-Aided Linguistic Minority - Hindi)",Information Technology,MI,79,23499
3423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai (Un-Aided Linguistic Minority - Hindi)",Electronics and Telecommunication Engg,GOPEN,80,21148
3423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai (Un-Aided Linguistic Minority - Hindi)",Electronics and Telecommunication Engg,MI,72.63,38387
3423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai (Un-Aided Linguistic Minority - Hindi)",Mechanical Engineering,GOPEN,74.05,35171
3423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai (Un-Aided Linguistic Minority - Hindi)",Mechanical Engineering,LOPEN,57.44,57071
3423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai (Un-Aided Linguistic Minority - Hindi)",Electronics and Computer Science,GOPEN,83.43,13990
3423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai (Un-Aided Linguistic Minority - Hindi)",Electronics and Computer Science,MI,76,30495
3436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath. (Un-Aided)",Civil Engineering,GOPEN,61.85,55150
3436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath. (Un-Aided)",Civil Engineering,LOPEN,68.35,47206
3436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath. (Un-Aided)",Computer Engineering,GOPEN,72.91,37707
3436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath. (Un-Aided)",Computer Engineering,GSC,66.97,49521
3436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath. (Un-Aided)",Computer Engineering,GNTA,60.46,55976
3436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath. (Un-Aided)",Computer Engineering,GNTB,68.46,47050
3436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath. (Un-Aided)",Computer Engineering,GOBC,62.74,54474
3436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath. (Un-Aided)",Computer Engineering,LOPEN,73.25,37008
3436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath. (Un-Aided)",Computer Engineering,LSC,62.46,54683
3436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath. (Un-Aided)",Information Technology,GOPEN,71,42008
3436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath. (Un-Aided)",Information Technology,GSC,52.97,57673
3436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath. (Un-Aided)",Information Technology,GOBC,67.31,48961
3436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath. (Un-Aided)",Information Technology,LOPEN,73.65,36128
3436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath. (Un-Aided)",Electrical Engineering,GOPEN,70.22,43647
3436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath. (Un-Aided)",Electrical Engineering,GSC,62.56,54628
3436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath. (Un-Aided)",Electrical Engineering,GNTB,65.83,51179
3436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath. (Un-Aided)",Electrical Engineering,GNTC,55.74,57411
3436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath. (Un-Aided)",Electrical Engineering,GOBC,62.11,54955
3436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath. (Un-Aided)",Electrical Engineering,LOPEN,60.8,55799
3436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath. (Un-Aided)",Electrical Engineering,LSC,81.94,17042
3436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath. (Un-Aided)",Mechanical Engineering,GOPEN,54.09,57577
3436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath. (Un-Aided)",Electronics and Computer Science,GOPEN,66.63,50029
3436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath. (Un-Aided)",Electronics and Computer Science,LOPEN,73.12,37268
3436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath. (Un-Aided)",Computer Science and Engineering(Artificial Intelligence and Machine Learning),GOPEN,67.88,48058
3436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath. (Un-Aided)",Computer Science and Engineering(Artificial Intelligence and Machine Learning),GSC,65.29,51917
3436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath. (Un-Aided)",Computer Science and Engineering(Artificial Intelligence and Machine Learning),LOPEN,65.82,51223
3439,"Anjuman-I-Islams Kalsekar Technical Campus, Panvel (Un-Aided Religious Minority - Muslim)",Civil Engineering,GOPEN,53.84,57596
3439,"Anjuman-I-Islams Kalsekar Technical Campus, Panvel (Un-Aided Religious Minority - Muslim)",Civil Engineering,LOPEN,54.03,57584
3439,"Anjuman-I-Islams Kalsekar Technical Campus, Panvel (Un-Aided Religious Minority - Muslim)",Civil Engineering,MI,57.84,56960
3439,"Anjuman-I-Islams Kalsekar Technical Campus, Panvel (Un-Aided Religious Minority - Muslim)",Computer Engineering,GOPEN,84.94,11101
3439,"Anjuman-I-Islams Kalsekar Technical Campus, Panvel (Un-Aided Religious Minority - Muslim)",Computer Engineering,MI,85.09,10850
3439,"Anjuman-I-Islams Kalsekar Technical Campus, Panvel (Un-Aided Religious Minority - Muslim)",Mechanical Engineering,GOPEN,68.97,46070
3439,"Anjuman-I-Islams Kalsekar Technical Campus, Panvel (Un-Aided Religious Minority - Muslim)",Mechanical Engineering,LOPEN,67.13,49275
3439,"Anjuman-I-Islams Kalsekar Technical Campus, Panvel (Un-Aided Religious Minority - Muslim)",Electronics and Computer Science,GOPEN,78.29,25214
3439,"Anjuman-I-Islams Kalsekar Technical Campus, Panvel (Un-Aided Religious Minority - Muslim)",Electronics and Computer Science,MI,80.83,19336
3439,"Anjuman-I-Islams Kalsekar Technical Campus, Panvel (Un-Aided Religious Minority - Muslim)",Computer Science and Engineering(Artificial Intelligence and Machine Learning),GOPEN,84,12884
3439,"Anjuman-I-Islams Kalsekar Technical Campus, Panvel (Un-Aided Religious Minority - Muslim)",Computer Science and Engineering(Artificial Intelligence and Machine Learning),MI,84.39,12075
3439,"Anjuman-I-Islams Kalsekar Technical Campus, Panvel (Un-Aided Religious Minority - Muslim)",Computer Science and Engineering(Data Science),GOPEN,83.06,14675
3439,"Anjuman-I-Islams Kalsekar Technical Campus, Panvel (Un-Aided Religious Minority - Muslim)",Computer Science and Engineering(Data Science),MI,83.31,14204
3439,"Anjuman-I-Islams Kalsekar Technical Campus, Panvel (Un-Aided Religious Minority - Muslim)",Electrical and Computer Engineering,GOPEN,71.58,40779
3439,"Anjuman-I-Islams Kalsekar Technical Campus, Panvel (Un-Aided Religious Minority - Muslim)",Electrical and Computer Engineering,LOPEN,68.81,46367
3439,"Anjuman-I-Islams Kalsekar Technical Campus, Panvel (Un-Aided Religious Minority - Muslim)",Electrical and Computer Engineering,MI,71.6,40695
3440,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg. (Un-Aided)",Civil Engineering,GOPEN,68.47,46976
3440,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg. (Un-Aided)",Civil Engineering,GSC,63.09,54185
3440,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg. (Un-Aided)",Civil Engineering,GNTA,63.54,53759
3440,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg. (Un-Aided)",Civil Engineering,GNTB,59.32,56492
3440,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg. (Un-Aided)",Civil Engineering,GNTC,60.26,56082
3440,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg. (Un-Aided)",Civil Engineering,GOBC,63,54246
3440,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg. (Un-Aided)",Civil Engineering,LOPEN,63.16,54116
3440,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg. (Un-Aided)",Civil Engineering,PWD-O,78.95,23591
3440,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg. (Un-Aided)",Computer Engineering,GOPEN,78.17,25452
3440,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg. (Un-Aided)",Computer Engineering,GOBC,62.42,54714
3440,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg. (Un-Aided)",Computer Engineering,LOPEN,86.97,7689
3440,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg. (Un-Aided)",Computer Engineering,LOBC,85.31,10464
3440,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg. (Un-Aided)",Electronics and Telecommunication Engg,GOPEN,57.24,57123
3440,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg. (Un-Aided)",Electronics and Telecommunication Engg,LOPEN,70.24,43590
3440,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg. (Un-Aided)",Mechanical Engineering,GOPEN,58.26,56835
3440,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg. (Un-Aided)",Mechanical Engineering,LOPEN,69.44,45168
3440,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg. (Un-Aided)",Mechanical Engineering,EWS,68.56,46857
3445,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research (Un-Aided)",Civil Engineering,GOPEN,65.95,51027
3445,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research (Un-Aided)",Civil Engineering,GSC,63.79,53528
3445,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research (Un-Aided)",Civil Engineering,GST,63.21,54065
3445,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research (Un-Aided)",Civil Engineering,GOBC,62.74,54467
3445,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research (Un-Aided)",Civil Engineering,LOPEN,67,49483
3445,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research (Un-Aided)",Civil Engineering,LOBC,57.58,57034
3445,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research (Un-Aided)",Computer Engineering,GOPEN,72.17,39428
3445,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research (Un-Aided)",Computer Engineering,GSC,64,53342
3445,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research (Un-Aided)",Computer Engineering,GOBC,61.49,55392
3445,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research (Un-Aided)",Computer Engineering,GSEBC,68.29,47306
3445,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research (Un-Aided)",Computer Engineering,LOPEN,77.77,26369
3445,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research (Un-Aided)",Computer Engineering,LSC,73.31,36892
3445,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research (Un-Aided)",Computer Engineering,LOBC,66.4,50389
3445,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research (Un-Aided)",Electronics and Telecommunication Engg,GOPEN,72.59,38459
3445,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research (Un-Aided)",Electronics and Telecommunication Engg,GSC,62.53,54641
3445,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research (Un-Aided)",Electronics and Telecommunication Engg,GOBC,66.35,50455
3445,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research (Un-Aided)",Electronics and Telecommunication Engg,LOPEN,71.65,40592
3445,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research (Un-Aided)",Mechanical Engineering,GOPEN,66.05,50908
3445,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research (Un-Aided)",Mechanical Engineering,GST,63.28,53986
